"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] IS_4X_pos_091622_032,[Mass] sample_1_4X_pos_091622_015,[Mass] sample_10_4X_pos_091622_026,[Mass] sample_11_4X_pos_091622_027,[Mass] sample_12_4X_pos_091622_028,[Mass] sample_13_4X_pos_091622_029,[Mass] sample_2_4X_pos_091622_016,[Mass] sample_3_4X_pos_091622_017,[Mass] sample_4_4X_pos_091622_018,[Mass] sample_5_4X_pos_091622_019,[Mass] sample_6_4X_pos_091622_020,[Mass] sample_7_4X_pos_091622_023,[Mass] sample_8_4X_pos_091622_024,[Mass] sample_9_4X_pos_091622_025,[RT] IS_4X_pos_091622_032,[RT] sample_1_4X_pos_091622_015,[RT] sample_10_4X_pos_091622_026,[RT] sample_11_4X_pos_091622_027,[RT] sample_12_4X_pos_091622_028,[RT] sample_13_4X_pos_091622_029,[RT] sample_2_4X_pos_091622_016,[RT] sample_3_4X_pos_091622_017,[RT] sample_4_4X_pos_091622_018,[RT] sample_5_4X_pos_091622_019,[RT] sample_6_4X_pos_091622_020,[RT] sample_7_4X_pos_091622_023,[RT] sample_8_4X_pos_091622_024,[RT] sample_9_4X_pos_091622_025,[Height] IS_4X_pos_091622_032,[Height] sample_1_4X_pos_091622_015,[Height] sample_10_4X_pos_091622_026,[Height] sample_11_4X_pos_091622_027,[Height] sample_12_4X_pos_091622_028,[Height] sample_13_4X_pos_091622_029,[Height] sample_2_4X_pos_091622_016,[Height] sample_3_4X_pos_091622_017,[Height] sample_4_4X_pos_091622_018,[Height] sample_5_4X_pos_091622_019,[Height] sample_6_4X_pos_091622_020,[Height] sample_7_4X_pos_091622_023,[Height] sample_8_4X_pos_091622_024,[Height] sample_9_4X_pos_091622_025,[Score (MFE)] IS_4X_pos_091622_032,[Score (MFE)] sample_1_4X_pos_091622_015,[Score (MFE)] sample_10_4X_pos_091622_026,[Score (MFE)] sample_11_4X_pos_091622_027,[Score (MFE)] sample_12_4X_pos_091622_028,[Score (MFE)] sample_13_4X_pos_091622_029,[Score (MFE)] sample_2_4X_pos_091622_016,[Score (MFE)] sample_3_4X_pos_091622_017,[Score (MFE)] sample_4_4X_pos_091622_018,[Score (MFE)] sample_5_4X_pos_091622_019,[Score (MFE)] sample_6_4X_pos_091622_020,[Score (MFE)] sample_7_4X_pos_091622_023,[Score (MFE)] sample_8_4X_pos_091622_024,[Score (MFE)] sample_9_4X_pos_091622_025,[Score (Tgt)] IS_4X_pos_091622_032,[Score (Tgt)] sample_1_4X_pos_091622_015,[Score (Tgt)] sample_10_4X_pos_091622_026,[Score (Tgt)] sample_11_4X_pos_091622_027,[Score (Tgt)] sample_12_4X_pos_091622_028,[Score (Tgt)] sample_13_4X_pos_091622_029,[Score (Tgt)] sample_2_4X_pos_091622_016,[Score (Tgt)] sample_3_4X_pos_091622_017,[Score (Tgt)] sample_4_4X_pos_091622_018,[Score (Tgt)] sample_5_4X_pos_091622_019,[Score (Tgt)] sample_6_4X_pos_091622_020,[Score (Tgt)] sample_7_4X_pos_091622_023,[Score (Tgt)] sample_8_4X_pos_091622_024,[Score (Tgt)] sample_9_4X_pos_091622_025,[Ions] IS_4X_pos_091622_032,[Ions] sample_1_4X_pos_091622_015,[Ions] sample_10_4X_pos_091622_026,[Ions] sample_11_4X_pos_091622_027,[Ions] sample_12_4X_pos_091622_028,[Ions] sample_13_4X_pos_091622_029,[Ions] sample_2_4X_pos_091622_016,[Ions] sample_3_4X_pos_091622_017,[Ions] sample_4_4X_pos_091622_018,[Ions] sample_5_4X_pos_091622_019,[Ions] sample_6_4X_pos_091622_020,[Ions] sample_7_4X_pos_091622_023,[Ions] sample_8_4X_pos_091622_024,[Ions] sample_9_4X_pos_091622_025,
DG 18:1_18:1,C39 H72 O5,620.5373,0.28,0,10.02,0.048,170635,13,1,99.8,0.7,13,16,,620.5374,620.5370,620.5373,620.5373,620.5371,620.5371,620.5374,620.5374,620.5373,620.5374,620.5376,620.5374,620.5370,,10.025,10.011,9.990,10.013,10.017,10.038,10.039,10.016,10.036,10.021,10.017,10.015,9.993,,270808,183888,147916,138579,66545,238294,158488,118226,192151,220591,199460,159222,124099,,,,,,,,,,,,,,,,98.98,99.11,98.48,99.12,98.33,97.47,97.46,99.27,97.97,99.24,99.75,99.28,98.18,,15,15,14,15,13,15,16,15,14,16,16,16,14,
Cer_NDS d18:0_16:0,C34 H69 N O3,539.5272,0.23,0,8.82,0.035,92616,13,1,99.2,0.6,9,11,,539.5272,539.5270,539.5271,539.5271,539.5270,539.5271,539.5271,539.5273,539.5273,539.5272,539.5273,539.5274,539.5271,,8.820,8.811,8.797,8.807,8.813,8.806,8.823,8.822,8.820,8.827,8.817,8.832,8.810,,108296,92544,95492,88122,48863,114175,95375,84303,91482,104103,101578,93994,85689,,,,,,,,,,,,,,,,98.23,98.49,98.82,99.22,98.87,99.08,97.84,98.35,98.57,97.72,98.69,96.96,98.76,,11,11,10,10,9,11,10,9,10,10,11,10,10,
PS 32:1,C38 H72 N O10 P,733.4886,0.21,0,7.00,0.029,150133,13,1,96.7,1.2,7,11,,733.4885,733.4886,733.4885,733.4883,733.4887,733.4888,733.4886,733.4888,733.4888,733.4885,733.4888,733.4886,733.4884,,7.014,6.997,7.005,7.000,6.995,6.992,6.987,6.992,7.012,6.990,6.997,6.996,6.985,,199221,89014,151876,119299,67639,182322,121097,179389,163311,254664,129433,184181,110292,,,,,,,,,,,,,,,,95.79,95.09,96.68,94.79,93.57,96.04,95.27,95.77,96.48,94.28,93.39,94.42,93.31,,10,7,10,8,10,9,10,9,8,10,8,11,10,
TG 54:2,C57 H106 O6,886.7983,0.45,0,14.54,0.014,667691,14,0,99.7,5.6,10,17,886.7972,886.7982,886.7984,886.7985,886.7977,886.7981,886.7983,886.7982,886.7985,886.7985,886.7988,886.7985,886.7984,886.7983,14.550,14.544,14.545,14.544,14.541,14.542,14.542,14.543,14.536,14.542,14.546,14.544,14.544,14.539,16227,717099,687323,811867,588835,279061,612495,885359,572317,945959,808559,1062617,711259,648711,,,,,,,,,,,,,,,78.62,99.24,99.33,99.45,98.50,98.69,99.44,99.30,99.08,99.67,99.59,99.60,99.16,99.10,10,13,16,14,16,13,15,17,17,16,16,14,15,16,
TG 16:0_17:0_18:1,C54 H102 O6,846.7669,0.50,0,14.46,0.042,78961,14,0,99.2,6.9,8,15,846.7682,846.7666,846.7668,846.7669,846.7664,846.7666,846.7668,846.7667,846.7668,846.7668,846.7674,846.7670,846.7670,846.7667,14.489,14.465,14.466,14.471,14.457,14.447,14.463,14.459,14.452,14.458,14.467,14.466,14.454,14.460,5722,73880,100712,88420,85347,36380,89561,90777,72203,91845,109361,100115,88992,72148,,,,,,,,,,,,,,,73.64,98.23,99.12,98.70,96.01,95.45,98.35,98.32,98.24,98.49,99.17,98.58,98.02,98.10,10,10,11,13,12,8,15,14,11,14,11,14,13,12,
TG 54:3,C57 H104 O6,884.7827,0.26,0,14.38,0.019,608026,14,0,99.7,1.1,10,18,884.7825,884.7828,884.7824,884.7829,884.7824,884.7824,884.7826,884.7829,884.7827,884.7828,884.7828,884.7831,884.7825,884.7824,14.389,14.375,14.371,14.376,14.384,14.374,14.379,14.375,14.374,14.374,14.377,14.371,14.370,14.376,51108,709863,569350,755732,538657,343565,592715,841073,544174,797450,661560,938907,614434,553783,,,,,,,,,,,,,,,95.43,99.39,99.14,99.66,98.93,98.92,99.29,99.65,99.50,99.54,99.57,99.62,99.34,99.13,11,13,14,17,16,12,15,16,17,10,18,16,14,17,
DG 18:0_20:4,C41 H72 O5,644.5374,0.32,0,9.96,0.041,167712,13,1,99.2,1.0,11,16,,644.5374,644.5372,644.5372,644.5373,644.5372,644.5373,644.5374,644.5375,644.5374,644.5376,644.5377,644.5378,644.5372,,9.958,9.955,9.940,9.929,9.945,9.966,9.955,9.954,9.969,9.954,9.956,9.970,9.965,,352199,172447,137770,146447,70981,231154,144580,136593,149303,200094,165247,164829,108616,,,,,,,,,,,,,,,,98.54,97.83,98.98,99.04,99.18,96.33,98.66,98.81,97.17,98.73,98.87,97.34,96.93,,11,13,12,16,11,13,13,15,12,13,14,14,12,
PE 17:1_18:1,C40 H76 N O8 P,729.5314,2.10,0,8.22,0.047,42129,13,1,92.4,7.7,4,9,729.5264,729.5319,729.5315,729.5310,729.5323,729.5318,729.5319,729.5319,729.5315,729.5321,729.5322,729.5321,729.5317,,8.214,8.218,8.220,8.217,8.227,8.211,8.231,8.220,8.236,8.245,8.225,8.226,8.257,,24998,51123,43246,27184,51367,33083,44536,34327,43372,50992,60308,52025,31124,,,,,,,,,,,,,,,,65.63,80.22,83.76,85.16,83.03,80.53,85.62,82.75,89.29,89.64,83.95,85.05,92.44,,4,9,9,8,8,8,8,8,8,8,9,8,8,,
CE 18:1,C45 H78 O2,650.5994,0.83,0,14.41,0.024,80052,14,0,99.4,10.8,2,13,650.5975,650.5996,650.5994,650.5996,650.5993,650.5994,650.5995,650.5996,650.5996,650.5995,650.5996,650.5997,650.5995,650.5994,14.422,14.420,14.405,14.398,14.412,14.402,14.418,14.409,14.408,14.408,14.411,14.410,14.404,14.416,1832,95359,104363,72908,100713,39270,92662,71306,98398,81519,100958,73451,108167,79832,,,,,,,,,,,,,,,60.13,98.43,98.72,99.42,98.55,98.56,98.29,99.15,99.25,98.76,99.05,98.85,99.26,98.06,2,13,11,11,10,10,9,10,13,10,11,9,11,12,
PE 17:1_22:6,C44 H74 N O8 P,775.5156,2.08,0,7.06,0.067,90024,14,0,90.7,11.6,5,15,775.5154,775.5145,775.5144,775.5146,775.5147,775.5176,775.5204,775.5145,775.5154,775.5153,775.5152,775.5149,775.5159,775.5152,7.106,7.053,7.064,7.039,7.067,7.045,7.053,7.065,7.064,7.040,7.085,7.076,7.041,7.058,1320,84555,108863,93170,73798,44694,134405,106459,80013,83923,111020,128119,118181,91819,,,,,,,,,,,,,,,54.26,73.84,86.87,76.34,73.91,76.92,90.67,82.24,80.36,88.43,71.86,80.24,77.27,85.52,5,12,13,11,14,12,15,10,14,12,13,11,11,13,
PC 42:3,C50 H94 N O8 P,867.6705,0.30,0,10.27,0.065,72336,13,1,99.2,1.6,12,15,,867.6707,867.6700,867.6704,867.6706,867.6704,867.6702,867.6707,867.6703,867.6706,867.6706,867.6710,867.6705,867.6701,,10.265,10.296,10.269,10.281,10.296,10.278,10.279,10.233,10.231,10.266,10.251,10.260,10.283,,91945,81784,62986,62488,37462,87385,72029,74045,80952,81915,70925,63689,72772,,,,,,,,,,,,,,,,98.93,94.58,98.36,97.23,94.35,97.91,97.61,95.93,96.96,98.60,99.19,98.36,96.30,,14,15,14,12,12,15,14,15,12,14,13,14,12,
Cer_NS d18:1_22:0,C40 H79 N O3,621.6053,0.24,0,11.20,0.031,143571,13,1,99.5,0.5,13,15,,621.6052,621.6051,621.6051,621.6052,621.6052,621.6053,621.6054,621.6053,621.6055,621.6053,621.6056,621.6053,621.6051,,11.202,11.183,11.205,11.207,11.200,11.203,11.200,11.177,11.201,11.197,11.183,11.192,11.204,,157274,151566,132079,136401,66297,184490,132420,137355,145834,174232,162240,150367,135868,,,,,,,,,,,,,,,,98.62,98.51,98.01,97.90,98.59,98.63,99.01,98.75,98.99,98.94,99.51,99.30,97.91,,13,14,15,14,14,14,13,13,14,14,15,13,14,
LPC 18:1/0:0,C26 H52 N O7 P,521.3479,1.94,0,2.65,0.092,59150,14,0,99.6,14.1,2,7,521.3514,521.3478,521.3475,521.3476,521.3476,521.3477,521.3476,521.3476,521.3478,521.3477,521.3478,521.3477,521.3477,521.3476,2.719,2.665,2.656,2.655,2.652,2.627,2.646,2.654,2.647,2.660,2.652,2.638,2.639,2.649,1430,78583,71270,55668,60136,25043,97130,42732,47849,64505,84732,62742,74158,62131,,,,,,,,,,,,,,,48.48,99.46,98.84,98.63,98.98,95.60,97.80,98.45,98.97,99.58,99.22,98.00,97.83,98.79,2,7,7,7,6,5,5,6,6,6,6,6,6,5,
PC 40:4,C48 H88 N O8 P,837.6223,2.22,0,10.21,0.056,150805,14,0,93.6,8.9,2,13,837.6287,837.6219,837.6213,837.6221,837.6218,837.6215,837.6217,837.6218,837.6218,837.6221,837.6221,837.6221,837.6218,837.6214,10.245,10.209,10.212,10.191,10.197,10.224,10.228,10.206,10.216,10.214,10.210,10.212,10.221,10.189,1768,193150,169006,158996,153790,77690,177689,162433,148279,187361,177473,188608,157702,157335,,,,,,,,,,,,,,,62.59,92.13,90.34,89.99,89.95,92.36,92.46,91.66,92.54,93.04,92.87,93.58,92.93,87.64,2,13,11,12,12,8,10,11,13,12,13,12,10,11,
PC 42:7,C50 H86 N O8 P,859.6080,0.37,0,7.79,0.037,109399,13,1,91.5,3.3,10,15,,859.6080,859.6077,859.6076,859.6078,859.6078,859.6084,859.6080,859.6084,859.6080,859.6081,859.6081,859.6085,859.6075,,7.789,7.790,7.804,7.776,7.787,7.802,7.774,7.789,7.799,7.789,7.801,7.811,7.778,,142621,111680,101363,87047,42192,142657,113799,102289,125858,136090,116932,98721,100940,,,,,,,,,,,,,,,,91.48,86.10,90.83,87.61,81.44,90.15,87.10,86.65,91.51,87.97,91.40,89.88,90.47,,10,14,12,13,12,14,15,10,12,12,13,11,13,
BMP 18:1_22:6,C46 H77 O10 P,820.5245,0.35,0,6.19,0.026,112728,13,1,99.6,0.6,15,18,,820.5242,820.5242,820.5247,820.5242,820.5242,820.5247,820.5247,820.5249,820.5248,820.5247,820.5249,820.5247,820.5242,,6.194,6.199,6.195,6.192,6.203,6.193,6.195,6.194,6.208,6.202,6.188,6.193,6.181,,122292,113722,109013,120755,52032,147196,106583,95691,114739,144490,122780,117145,99034,,,,,,,,,,,,,,,,97.59,98.18,98.42,98.57,98.62,99.01,98.97,99.56,97.62,98.83,99.54,98.47,98.00,,15,17,17,15,16,17,17,17,17,15,18,18,15,
PC 39:5,C47 H84 N O8 P,821.5956,1.56,0,8.90,0.162,87325,10,4,85.4,12.6,5,18,821.5921,,821.5956,821.5958,821.5955,,,821.5954,821.5964,,821.5963,821.5961,821.5960,821.5965,9.022,,8.912,8.887,8.891,,,8.878,8.916,,8.889,8.918,8.910,8.861,2539,,92175,90402,88452,,,110332,87819,,112747,105029,99806,83953,,,,,,,,,,,,,,,52.78,,67.97,70.99,85.44,,,81.99,77.76,,73.66,79.91,76.88,69.18,5,,17,17,15,,,17,17,,18,17,16,16,
HexCer_NS d18:1_22:0,C46 H89 N O8,783.6550,2.18,0,10.58,0.074,144723,14,0,98.1,7.7,5,18,783.6609,783.6544,783.6542,783.6543,783.6545,783.6546,783.6546,783.6552,783.6546,783.6548,783.6550,783.6550,783.6546,783.6540,10.524,10.594,10.586,10.598,10.593,10.598,10.579,10.558,10.546,10.571,10.595,10.586,10.567,10.579,3260,181504,165294,141143,138151,60907,217211,143982,134339,162786,219606,175486,155302,127161,,,,,,,,,,,,,,,69.44,94.64,95.93,93.59,96.25,90.29,96.47,95.15,97.47,97.41,93.91,96.39,98.05,95.80,5,16,16,15,18,16,18,15,16,17,18,15,16,16,
TG 18:0_18:1_20:3,C59 H106 O6,910.7975,0.55,0,14.42,0.061,57600,14,0,97.1,8.7,9,16,910.7989,910.7979,910.7972,910.7979,910.7970,910.7972,910.7973,910.7973,910.7973,910.7974,910.7974,910.7980,910.7972,910.7971,14.372,14.415,14.427,14.409,14.407,14.425,14.407,14.414,14.430,14.424,14.433,14.427,14.421,14.421,4920,67322,54740,67318,52563,28855,56539,77157,53770,66851,66376,93928,57238,58829,,,,,,,,,,,,,,,74.86,92.40,94.94,88.54,89.79,70.15,92.44,95.94,97.06,91.57,90.06,94.78,93.67,93.71,9,13,15,13,13,13,11,11,16,12,11,14,12,15,
PE 36:5,C41 H72 N O8 P,737.4990,1.13,0,6.87,0.030,179725,14,0,97.3,9.8,3,15,737.4962,737.4994,737.4991,737.4990,737.4991,737.4990,737.4994,737.4990,737.4994,737.4993,737.4993,737.4995,737.4992,737.4986,6.872,6.886,6.880,6.877,6.878,6.855,6.869,6.859,6.875,6.872,6.862,6.858,6.879,6.885,2234,270359,281915,158888,188562,29935,369869,65168,195994,231543,353367,98995,219041,50283,,,,,,,,,,,,,,,60.94,93.53,93.18,94.20,93.63,97.26,93.39,95.37,93.19,91.29,95.72,95.84,95.28,93.40,3,15,14,14,13,14,12,13,12,14,15,11,12,14,
SM d42:4,C47 H89 N2 O6 P,808.6415,1.84,0,8.71,0.145,309424,9,5,96.2,15.9,4,14,808.6454,,808.6407,808.6408,808.6408,808.6407,,,808.6412,,808.6413,,808.6412,808.6409,8.649,,8.694,8.714,8.707,8.701,,,8.710,,8.794,,8.709,8.727,3059,,406896,356136,352307,159099,,,331582,,461798,,383607,330338,,,,,,,,,,,,,,,51.50,,91.28,94.62,93.19,85.61,,,92.98,,89.21,,94.89,96.16,4,,12,11,13,11,,,14,,13,,11,12,
SM d41:2,C46 H91 N2 O6 P,798.6592,0.27,0,9.74,0.019,312532,13,1,99.6,0.6,13,18,,798.6592,798.6590,798.6590,798.6592,798.6592,798.6591,798.6593,798.6594,798.6592,798.6595,798.6595,798.6588,798.6591,,9.746,9.738,9.740,9.745,9.739,9.743,9.743,9.737,9.729,9.742,9.727,9.736,9.731,,338151,333545,293648,277212,186096,445544,273548,285631,328653,388171,336946,287912,287860,,,,,,,,,,,,,,,,98.84,98.45,97.83,98.62,97.61,98.84,99.09,99.43,99.17,99.31,99.57,98.20,99.15,,14,17,13,16,13,17,14,15,17,15,18,15,15,
PC 37:4,C45 H82 N O8 P,795.5767,0.53,0,7.85,0.066,38744,12,2,97.7,3.1,14,19,,795.5761,795.5765,795.5767,795.5769,795.5769,795.5765,795.5770,795.5771,795.5769,795.5769,,795.5771,795.5757,,7.856,7.857,7.804,7.837,7.870,7.841,7.846,7.834,7.860,7.839,,7.856,7.856,,38146,29787,40372,34795,14182,55430,24571,37827,43653,59115,,46913,40145,,,,,,,,,,,,,,,,95.26,93.53,97.74,95.58,86.82,97.32,94.37,96.71,94.08,97.38,,95.33,92.42,,18,17,15,15,15,18,18,14,18,18,,19,17,
PS 18:1_22:5,C46 H78 N O10 P,835.5346,0.35,0,6.99,0.040,104735,13,1,98.0,1.4,14,18,,835.5346,835.5345,835.5345,835.5344,835.5348,835.5345,835.5343,835.5348,835.5344,835.5344,835.5354,835.5342,835.5347,,6.986,6.969,7.000,7.000,6.989,6.981,7.009,6.997,6.978,6.979,6.981,6.991,7.002,,131087,124892,77782,76601,58005,159353,114937,113629,129089,84271,122997,75235,93684,,,,,,,,,,,,,,,,96.16,93.73,96.48,97.13,93.88,96.33,97.95,97.74,96.21,94.87,95.57,96.17,97.04,,14,14,14,15,16,16,17,18,14,15,18,17,15,
PC 44:2,C52 H100 N O8 P,897.7179,0.23,0,11.67,0.053,62285,13,1,99.1,1.3,10,17,,897.7181,897.7180,897.7179,897.7176,897.7177,897.7178,897.7179,897.7181,897.7181,897.7181,897.7180,897.7178,897.7175,,11.694,11.668,11.691,11.671,11.658,11.672,11.674,11.662,11.670,11.643,11.696,11.677,11.690,,76680,66904,52721,52398,31392,90829,54146,52846,69120,81650,60110,61333,59578,,,,,,,,,,,,,,,,99.09,97.78,98.60,97.78,95.70,98.49,98.26,97.23,98.70,94.73,99.03,98.84,98.28,,17,14,14,13,14,13,13,15,16,13,11,12,10,
Cer_NS d18:2_24:1,C42 H79 N O3,645.6050,1.33,0,10.31,0.066,83723,14,0,99.4,9.2,3,14,645.6021,645.6054,645.6051,645.6052,645.6052,645.6051,645.6053,645.6053,645.6053,645.6055,645.6053,645.6057,645.6053,645.6050,10.267,10.315,10.307,10.291,10.314,10.324,10.261,10.290,10.300,10.320,10.266,10.318,10.327,10.317,1705,100803,89663,78489,72165,64563,120179,92865,93426,92520,108182,94533,90615,72425,,,,,,,,,,,,,,,65.63,99.37,98.35,97.55,98.96,98.02,92.93,96.89,98.07,99.04,93.93,98.71,98.60,98.93,3,13,13,11,11,11,13,11,12,12,14,12,11,11,
TG 16:0_18:0_20:0,C57 H110 O6,890.8289,0.39,0,14.75,0.025,59252,14,0,99.4,4.8,7,14,890.8291,890.8293,890.8287,890.8290,890.8285,890.8287,890.8289,890.8289,890.8291,890.8288,890.8292,890.8291,890.8280,890.8287,14.755,14.752,14.757,14.753,14.737,14.750,14.750,14.750,14.755,14.755,14.754,14.757,14.757,14.762,19554,52621,65149,81471,53049,34125,48700,74069,58117,71895,60569,88591,67686,53942,,,,,,,,,,,,,,,81.31,99.44,98.07,98.56,95.69,96.75,98.32,97.59,98.46,93.75,98.81,98.71,95.76,97.94,9,11,10,14,11,7,14,11,11,11,12,10,9,9,
PE 16:1_16:1,C37 H70 N O8 P,687.4854,0.67,0,6.84,0.087,30117,12,2,98.7,2.8,8,13,,687.4855,687.4847,687.4855,687.4854,687.4847,687.4864,687.4853,687.4852,687.4859,687.4854,,687.4852,687.4855,,6.852,6.885,6.832,6.894,6.850,6.808,6.859,6.813,6.850,6.834,,6.818,6.812,,24786,26383,41608,55020,10484,24897,18946,30575,46282,27085,,33982,21356,,,,,,,,,,,,,,,,98.73,97.92,96.28,96.79,97.72,91.54,97.94,92.68,98.39,96.98,,93.87,91.95,,13,11,8,11,10,12,10,10,10,12,,11,10,
PG 16:0_20:4,C42 H75 O10 P,770.5073,4.57,0,7.01,0.080,130022,14,0,91.9,20.7,1,13,770.5195,770.5062,770.5064,770.5064,770.5056,770.5072,770.5067,770.5065,770.5065,770.5066,770.5058,770.5071,770.5061,770.5061,6.945,7.003,7.003,7.000,7.006,7.012,7.020,7.021,7.008,7.012,6.996,7.003,7.024,7.019,1112,149881,150748,131344,129403,59949,183497,126171,135165,151656,205393,149049,123253,123696,,,,,,,,,,,,,,,26.23,74.41,72.50,79.65,71.00,88.48,75.79,83.44,91.89,78.21,86.67,79.85,83.73,72.05,1,9,8,11,10,13,11,9,10,8,9,8,10,11,
CL 70:4,C79 H146 O17 P2,1429.0020,0.20,0,14.00,0.043,170885,13,1,98.5,1.1,17,22,,1429.0021,1429.0018,1429.0022,1429.0016,1429.0014,1429.0021,1429.0019,1429.0022,1429.0022,1429.0021,1429.0025,1429.0022,1429.0019,,13.999,14.008,13.999,14.020,14.005,14.008,14.022,13.988,14.005,13.979,13.991,14.001,13.979,,194463,185640,163516,147910,41151,217753,163691,126201,200994,233819,213396,173248,159723,,,,,,,,,,,,,,,,98.39,98.10,98.35,98.09,97.46,98.46,98.43,96.06,97.99,95.70,97.52,98.08,95.48,,17,20,22,19,17,21,21,21,22,21,20,18,17,
PC 38:6,C46 H80 N O8 P,805.5612,0.36,0,6.67,0.050,40198,13,1,98.2,2.9,9,15,,805.5613,805.5608,805.5610,805.5610,805.5607,805.5612,805.5614,805.5613,805.5614,805.5613,805.5615,805.5615,805.5607,,6.679,6.673,6.648,6.688,6.677,6.685,6.675,6.674,6.638,6.644,6.679,6.673,6.661,,27702,26187,34896,21080,13278,51473,48184,52147,43901,82247,67861,41267,12357,,,,,,,,,,,,,,,,94.61,95.07,88.49,93.25,90.00,94.25,95.94,97.25,95.80,96.13,95.98,98.17,92.94,,13,11,13,10,9,14,15,14,10,12,15,14,14,
PE 16:1_22:6,C43 H72 N O8 P,761.4990,0.47,0,6.60,0.030,86626,14,0,97.4,11.1,3,16,761.4998,761.4990,761.4988,761.4990,761.4984,761.4986,761.4988,761.4990,761.4994,761.4989,761.4991,761.4992,761.4995,761.4987,6.605,6.613,6.601,6.603,6.610,6.582,6.590,6.585,6.596,6.593,6.605,6.584,6.589,6.594,1567,98779,103628,76685,88207,33652,127973,86811,89234,81060,132678,100314,106673,85504,,,,,,,,,,,,,,,56.89,93.39,93.98,96.33,94.08,94.67,95.57,95.32,94.87,93.96,95.68,97.37,96.58,95.57,3,13,13,15,14,10,12,12,13,14,15,16,13,14,
PC 35:3,C43 H80 N O8 P,769.5627,0.38,0,7.82,0.033,200993,13,1,96.0,1.1,14,21,,769.5626,769.5625,769.5625,769.5625,769.5627,769.5631,769.5628,769.5628,769.5630,769.5630,769.5629,769.5631,769.5621,,7.811,7.829,7.815,7.809,7.798,7.824,7.818,7.801,7.815,7.828,7.796,7.822,7.822,,244135,230132,215556,176292,40918,204726,216694,215206,219825,181401,287084,222571,158382,,,,,,,,,,,,,,,,95.22,93.09,95.16,96.00,93.70,93.32,95.97,95.20,95.21,93.14,94.93,95.16,94.96,,17,21,18,16,14,18,17,16,19,20,18,17,18,
PC 35:2,C43 H82 N O8 P,771.5785,0.67,0,8.72,0.039,369705,6,8,94.1,9.1,15,19,,,771.5789,771.5785,,,,,,,771.5779,771.5791,771.5779,771.5787,,,8.716,8.730,,,,,,,8.699,8.700,8.720,8.738,,,274784,376157,,,,,,,501383,337459,402976,325474,,,,,,,,,,,,,,,,,84.81,76.69,,,,,,,94.10,85.43,88.67,73.52,,,15,16,,,,,,,19,17,18,17,
PE 16:0_20:3,C41 H76 N O8 P,741.5310,1.49,0,8.40,0.069,10318042,13,1,95.1,7.1,7,13,,741.5302,741.5298,741.5306,741.5319,741.5287,741.5311,741.5325,741.5313,741.5305,741.5326,741.5317,741.5315,741.5305,,8.391,8.393,8.407,8.406,8.456,8.388,8.404,8.398,8.396,8.387,8.393,8.397,8.403,,10507897,10528628,10607355,10591426,9322942,10411897,10427153,10496835,10446129,10446610,10597476,9192695,10557510,,,,,,,,,,,,,,,,78.42,73.45,83.45,86.26,76.67,72.82,83.55,83.01,82.01,79.36,81.32,95.09,80.96,,10,7,13,7,11,9,10,11,11,9,10,10,8,
PC 39:6,C47 H82 N O8 P,819.5759,0.53,0,7.11,0.050,80486,13,1,98.7,1.9,12,16,,819.5757,819.5756,819.5754,819.5754,819.5755,819.5759,819.5759,819.5757,819.5761,819.5764,819.5762,819.5760,819.5769,,7.064,7.098,7.067,7.112,7.079,7.109,7.110,7.092,7.112,7.097,7.115,7.114,7.114,,92740,78596,88572,72345,40164,97282,73803,77281,81254,98940,89289,81385,74668,,,,,,,,,,,,,,,,93.72,98.02,92.52,94.40,93.06,96.56,96.07,95.86,96.37,98.67,96.24,96.59,94.37,,15,16,13,14,12,15,14,14,15,15,12,15,13,
PC 44:1,C52 H102 N O8 P,899.7334,0.33,0,12.44,0.097,50261,13,1,99.1,2.4,11,17,,899.7333,899.7331,899.7332,899.7335,899.7334,899.7332,899.7337,899.7336,899.7338,899.7339,899.7337,899.7334,899.7329,,12.398,12.444,12.449,12.431,12.495,12.436,12.462,12.439,12.423,12.413,12.439,12.481,12.421,,63813,51364,45404,42984,27150,61496,49169,37874,59348,65111,57745,42232,49717,,,,,,,,,,,,,,,,93.56,97.61,92.88,97.77,91.55,98.54,96.20,98.28,97.82,96.65,99.11,95.11,96.08,,14,13,12,14,11,14,14,13,17,12,15,14,13,
CL 68:4,C77 H142 O17 P2,1400.9708,0.34,0,13.54,0.033,137597,13,1,99.1,1.1,14,21,,1400.9707,1400.9698,1400.9709,1400.9701,1400.9708,1400.9704,1400.9709,1400.9715,1400.9708,1400.9714,1400.9713,1400.9710,1400.9706,,13.551,13.533,13.545,13.549,13.535,13.543,13.546,13.529,13.518,13.548,13.527,13.537,13.544,,154789,156529,116114,134091,43039,201279,114855,107009,148034,206482,148344,151295,106901,,,,,,,,,,,,,,,,98.58,96.09,98.31,97.22,96.89,98.00,98.22,97.00,95.29,99.11,96.97,97.99,98.22,,16,17,15,16,15,19,17,14,18,19,15,21,21,
