"Name","Formula","Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] IS_4X_pos_091622_032,[Mass] sample_1_4X_pos_091622_015,[Mass] sample_10_4X_pos_091622_026,[Mass] sample_11_4X_pos_091622_027,[Mass] sample_12_4X_pos_091622_028,[Mass] sample_13_4X_pos_091622_029,[Mass] sample_2_4X_pos_091622_016,[Mass] sample_3_4X_pos_091622_017,[Mass] sample_4_4X_pos_091622_018,[Mass] sample_5_4X_pos_091622_019,[Mass] sample_6_4X_pos_091622_020,[Mass] sample_7_4X_pos_091622_023,[Mass] sample_8_4X_pos_091622_024,[Mass] sample_9_4X_pos_091622_025,[RT] IS_4X_pos_091622_032,[RT] sample_1_4X_pos_091622_015,[RT] sample_10_4X_pos_091622_026,[RT] sample_11_4X_pos_091622_027,[RT] sample_12_4X_pos_091622_028,[RT] sample_13_4X_pos_091622_029,[RT] sample_2_4X_pos_091622_016,[RT] sample_3_4X_pos_091622_017,[RT] sample_4_4X_pos_091622_018,[RT] sample_5_4X_pos_091622_019,[RT] sample_6_4X_pos_091622_020,[RT] sample_7_4X_pos_091622_023,[RT] sample_8_4X_pos_091622_024,[RT] sample_9_4X_pos_091622_025,[Height] IS_4X_pos_091622_032,[Height] sample_1_4X_pos_091622_015,[Height] sample_10_4X_pos_091622_026,[Height] sample_11_4X_pos_091622_027,[Height] sample_12_4X_pos_091622_028,[Height] sample_13_4X_pos_091622_029,[Height] sample_2_4X_pos_091622_016,[Height] sample_3_4X_pos_091622_017,[Height] sample_4_4X_pos_091622_018,[Height] sample_5_4X_pos_091622_019,[Height] sample_6_4X_pos_091622_020,[Height] sample_7_4X_pos_091622_023,[Height] sample_8_4X_pos_091622_024,[Height] sample_9_4X_pos_091622_025,[Score (MFE)] IS_4X_pos_091622_032,[Score (MFE)] sample_1_4X_pos_091622_015,[Score (MFE)] sample_10_4X_pos_091622_026,[Score (MFE)] sample_11_4X_pos_091622_027,[Score (MFE)] sample_12_4X_pos_091622_028,[Score (MFE)] sample_13_4X_pos_091622_029,[Score (MFE)] sample_2_4X_pos_091622_016,[Score (MFE)] sample_3_4X_pos_091622_017,[Score (MFE)] sample_4_4X_pos_091622_018,[Score (MFE)] sample_5_4X_pos_091622_019,[Score (MFE)] sample_6_4X_pos_091622_020,[Score (MFE)] sample_7_4X_pos_091622_023,[Score (MFE)] sample_8_4X_pos_091622_024,[Score (MFE)] sample_9_4X_pos_091622_025,[Score (Tgt)] IS_4X_pos_091622_032,[Score (Tgt)] sample_1_4X_pos_091622_015,[Score (Tgt)] sample_10_4X_pos_091622_026,[Score (Tgt)] sample_11_4X_pos_091622_027,[Score (Tgt)] sample_12_4X_pos_091622_028,[Score (Tgt)] sample_13_4X_pos_091622_029,[Score (Tgt)] sample_2_4X_pos_091622_016,[Score (Tgt)] sample_3_4X_pos_091622_017,[Score (Tgt)] sample_4_4X_pos_091622_018,[Score (Tgt)] sample_5_4X_pos_091622_019,[Score (Tgt)] sample_6_4X_pos_091622_020,[Score (Tgt)] sample_7_4X_pos_091622_023,[Score (Tgt)] sample_8_4X_pos_091622_024,[Score (Tgt)] sample_9_4X_pos_091622_025,[Ions] IS_4X_pos_091622_032,[Ions] sample_1_4X_pos_091622_015,[Ions] sample_10_4X_pos_091622_026,[Ions] sample_11_4X_pos_091622_027,[Ions] sample_12_4X_pos_091622_028,[Ions] sample_13_4X_pos_091622_029,[Ions] sample_2_4X_pos_091622_016,[Ions] sample_3_4X_pos_091622_017,[Ions] sample_4_4X_pos_091622_018,[Ions] sample_5_4X_pos_091622_019,[Ions] sample_6_4X_pos_091622_020,[Ions] sample_7_4X_pos_091622_023,[Ions] sample_8_4X_pos_091622_024,[Ions] sample_9_4X_pos_091622_025,
PC 18:1_18:1,C44 H84 N O8 P,785.5937,0.94,0,8.50,0.052,15576212,13,1,99.8,1.8,11,16,,785.5935,785.5930,785.5934,785.5934,785.5932,785.5960,785.5936,785.5937,785.5938,785.5933,785.5940,785.5937,785.5933,,8.508,8.504,8.518,8.512,8.495,8.544,8.493,8.498,8.513,8.504,8.505,8.520,8.492,,16916379,16210421,15574134,15150374,9252741,17076892,15911978,14909725,16687831,17034653,16769230,16086386,14910019,,,,,,,,,,,,,,,,99.67,99.37,99.83,99.81,98.77,93.10,98.62,99.04,99.76,99.48,99.26,99.81,98.41,,14,14,13,13,15,11,14,13,15,14,14,16,13,
PC 16:0_18:1,C42 H82 N O8 P,759.5779,0.35,0,8.47,0.056,18466568,13,1,99.4,3.2,12,17,,759.5776,759.5777,759.5777,759.5778,759.5777,759.5777,759.5777,759.5780,759.5781,759.5784,759.5782,759.5781,759.5777,,8.469,8.471,8.452,8.445,8.456,8.494,8.488,8.470,8.446,8.459,8.438,8.475,8.470,,19029164,18777260,18578841,18547432,14433741,19191227,18584862,18513964,18965063,19119229,19028337,18850142,18446126,,,,,,,,,,,,,,,,96.24,96.50,92.77,91.38,93.80,99.35,98.82,96.39,91.53,94.08,89.39,97.12,96.42,,13,12,15,14,16,13,14,15,13,17,13,16,13,
PC 16:1_18:1,C42 H80 N O8 P,757.5622,0.29,0,7.60,0.026,11660751,13,1,99.8,0.6,11,17,,757.5622,757.5619,757.5619,757.5619,757.5619,757.5622,757.5622,757.5623,757.5624,757.5622,757.5625,757.5625,757.5621,,7.594,7.589,7.597,7.586,7.592,7.612,7.595,7.600,7.592,7.599,7.611,7.599,7.594,,12725819,13002552,10386626,11529341,4688402,15186849,10571105,11446698,12187767,14865443,12311781,12750788,9936594,,,,,,,,,,,,,,,,98.68,98.08,99.02,97.69,98.44,99.82,98.87,99.25,98.43,99.23,99.74,99.05,98.69,,14,14,12,13,13,12,17,14,14,14,11,12,15,
PC 16:0_16:1,C40 H78 N O8 P,731.5465,0.29,0,7.54,0.038,9344221,13,1,99.9,0.4,13,17,,731.5466,731.5464,731.5464,731.5463,731.5462,731.5467,731.5467,731.5466,731.5466,731.5468,731.5468,731.5468,731.5462,,7.533,7.550,7.519,7.547,7.547,7.545,7.512,7.550,7.514,7.549,7.539,7.543,7.532,,10197896,10426826,8276335,9093359,4011865,12286722,8386960,9239552,9728507,12020607,9765378,10058287,7982591,,,,,,,,,,,,,,,,99.90,99.47,99.23,99.57,99.56,99.69,98.43,99.46,98.72,99.45,99.84,99.75,99.74,,16,16,14,15,13,16,15,15,16,15,16,17,14,
SM d34:1,C39 H79 N2 O6 P,702.5672,0.24,0,7.47,0.048,7514264,13,1,99.3,0.8,13,17,,702.5672,702.5670,702.5672,702.5670,702.5670,702.5672,702.5673,702.5672,702.5674,702.5673,702.5675,702.5672,702.5670,,7.471,7.466,7.475,7.469,7.514,7.472,7.484,7.472,7.469,7.465,7.466,7.471,7.476,,8487571,7834667,7281804,6947086,3170446,9553484,7231886,6919388,8217998,9375862,8455571,7561336,6648343,,,,,,,,,,,,,,,,97.86,97.10,98.36,97.45,99.32,98.07,99.24,97.90,97.66,97.02,97.08,97.84,98.50,,13,15,14,15,15,14,13,14,15,14,14,14,17,
PC 15:0_18:1(d7),C41 H73 D7 N O8 P,752.6060,0.40,0,7.97,0.044,7154934,13,1,99.8,1.0,11,16,,752.6060,752.6057,752.6060,752.6058,752.6062,752.6060,752.6062,752.6063,752.6060,752.6062,752.6062,752.6064,752.6053,,7.984,7.957,7.977,7.976,7.982,7.941,7.969,7.951,7.949,7.940,7.969,7.945,7.979,,7176579,6672864,7139802,7032438,6798128,8467237,6794045,7486249,7017045,7631293,6904967,6696753,7196743,,,,,,,,,,,,,,,,99.37,99.04,99.76,99.78,99.61,97.19,99.64,98.47,98.37,97.00,99.60,97.50,99.26,,14,12,13,12,13,14,11,14,16,11,14,13,14,
PC 18:0_18:1,C44 H86 N O8 P,787.6100,1.62,0,9.44,0.080,8766867,12,2,99.8,4.8,10,17,,787.6103,787.6087,,787.6085,787.6089,787.6096,787.6109,787.6130,787.6095,787.6110,787.6092,787.6107,787.6097,,9.417,9.464,,9.443,9.387,9.464,9.453,9.446,9.467,9.435,9.448,9.401,9.424,,12009099,7679229,,7533526,3816777,10355108,8265719,7307678,8738432,11499672,10665100,9558766,7773299,,,,,,,,,,,,,,,,92.80,99.69,,97.60,86.53,99.26,98.45,89.58,99.79,96.57,98.53,89.46,94.62,,11,17,,13,16,13,13,17,12,11,13,10,10,
SM d42:2,C47 H93 N2 O6 P,812.6767,0.27,0,10.23,0.079,3844407,13,1,99.9,1.5,17,20,,812.6769,812.6764,812.6770,812.6767,812.6763,812.6766,812.6769,812.6768,812.6770,812.6767,812.6770,812.6768,812.6765,,10.226,10.207,10.252,10.281,10.285,10.256,10.279,10.216,10.214,10.210,10.268,10.215,10.222,,4708464,4146578,3634800,3335783,1168250,5194695,3615431,3227414,4495550,5125355,4167188,3816730,3341060,,,,,,,,,,,,,,,,98.20,95.03,99.86,97.87,97.26,99.84,98.14,96.85,96.43,95.86,99.27,96.65,97.59,,18,19,17,17,20,18,20,18,17,19,19,19,20,
PE 18:1_18:1,C41 H78 N O8 P,743.5485,0.39,0,8.70,0.021,3118108,13,1,96.5,1.5,13,15,,743.5485,743.5483,743.5485,743.5484,743.5479,743.5483,743.5487,743.5487,743.5485,743.5489,743.5491,743.5486,743.5485,,8.698,8.694,8.714,8.707,8.701,8.700,8.694,8.704,8.714,8.710,8.706,8.693,8.699,,3809796,3419837,1803107,2889555,1259631,4183463,2881232,2998400,3374552,4124466,3799078,3225624,2766663,,,,,,,,,,,,,,,,93.45,92.67,96.51,95.33,94.06,93.96,92.69,94.77,96.50,95.78,94.76,92.28,93.68,,14,13,13,13,14,13,14,14,14,15,14,14,15,
PC 18:1_18:2,C44 H82 N O8 P,783.5777,0.32,0,7.78,0.022,2430944,13,1,99.8,0.3,9,15,,783.5777,783.5774,783.5775,783.5776,783.5773,783.5779,783.5778,783.5777,783.5778,783.5778,783.5779,783.5780,783.5772,,7.778,7.790,7.782,7.776,7.798,7.779,7.785,7.778,7.782,7.789,7.779,7.789,7.778,,2974362,2645419,2021374,2151221,767894,3473760,2229127,2192965,2802622,3383293,2685210,2415758,1859268,,,,,,,,,,,,,,,,99.16,99.70,99.41,98.96,99.75,99.24,99.66,99.22,99.44,99.78,99.19,99.75,98.90,,14,15,11,14,14,11,12,9,12,11,12,11,10,
SM d34:0,C39 H81 N2 O6 P,704.5832,0.35,0,7.85,0.017,1994074,13,1,99.4,0.6,10,15,,704.5831,704.5828,704.5830,704.5831,704.5829,704.5834,704.5833,704.5833,704.5832,704.5833,704.5835,704.5833,704.5827,,7.839,7.846,7.852,7.848,7.848,7.852,7.846,7.845,7.843,7.856,7.846,7.845,7.839,,2293904,1983723,1968478,1666964,513323,2778056,1924913,1711665,2274202,2678248,2627636,1972996,1528855,,,,,,,,,,,,,,,,97.61,98.33,99.06,98.69,98.56,99.03,98.51,98.39,98.18,99.36,98.38,98.32,97.37,,12,13,15,12,10,11,15,13,13,14,12,13,14,
TG 15:0_18:1(d7)_15:0,C51 H89 D7 O6,811.7643,0.18,0,14.11,0.020,2159372,13,1,99.8,0.3,11,14,,811.7644,811.7644,811.7645,811.7640,811.7641,811.7643,811.7643,811.7644,811.7645,811.7643,811.7645,811.7644,811.7643,,14.111,14.108,14.106,14.104,14.106,14.109,14.101,14.111,14.105,14.102,14.091,14.101,14.102,,2193772,2323648,2121439,2230310,1806820,2142372,2061166,2207868,2128955,2217126,2216790,2259313,2162270,,,,,,,,,,,,,,,,98.63,98.92,99.20,99.15,99.12,98.88,99.56,98.70,99.25,99.43,99.84,99.39,99.43,,12,13,14,13,12,13,13,11,14,13,13,12,13,
PC 16:0_16:0,C40 H80 N O8 P,733.5622,0.37,0,8.40,0.025,1909499,13,1,98.7,0.9,10,14,,733.5620,733.5618,733.5621,733.5621,733.5618,733.5624,733.5622,733.5624,733.5626,733.5625,733.5627,733.5624,733.5621,,8.397,8.398,8.401,8.400,8.417,8.404,8.404,8.398,8.401,8.392,8.399,8.397,8.397,,2166120,2023667,1757772,1735518,901126,2456936,1837301,1804780,2091103,2392543,2115800,1898877,1641953,,,,,,,,,,,,,,,,95.83,96.01,96.64,96.46,98.66,97.08,97.10,95.94,96.50,94.90,95.95,95.82,95.95,,14,13,14,14,13,13,13,10,14,13,13,13,14,
PC 14:0_16:0,C38 H76 N O8 P,705.5310,1.55,0,7.43,0.053,1382697,14,0,99.0,9.2,4,15,705.5347,705.5308,705.5306,705.5307,705.5304,705.5302,705.5309,705.5309,705.5307,705.5309,705.5311,705.5311,705.5308,705.5307,7.440,7.432,7.427,7.441,7.430,7.480,7.428,7.439,7.427,7.436,7.432,7.444,7.437,7.432,2234,1678476,1550828,1323996,1260219,576315,2118960,1361832,1371383,1629127,2044279,1703187,1490180,1246745,,,,,,,,,,,,,,,64.96,97.59,96.71,98.70,97.03,98.85,96.93,98.49,96.76,98.11,97.53,98.95,98.26,97.53,4,12,13,14,12,15,13,15,12,15,13,14,12,12,
PC 17:1_18:1,C43 H82 N O8 P,771.5777,0.31,0,8.04,0.047,1429329,13,1,98.9,2.0,15,17,,771.5775,771.5773,771.5776,771.5775,771.5774,771.5778,771.5778,771.5779,771.5778,771.5780,771.5779,771.5777,771.5772,,8.040,8.036,8.044,8.032,8.015,8.036,8.014,8.041,8.061,8.052,8.053,8.040,8.040,,1680369,1550602,1224328,1295355,481747,2124197,1242753,1328174,1487948,2022872,1537381,1477804,1127750,,,,,,,,,,,,,,,,98.66,98.48,98.19,98.25,91.25,98.95,97.12,98.37,97.17,98.34,98.08,98.57,97.65,,16,16,17,16,16,15,17,16,17,17,15,16,16,
PC 16:0_17:1,C41 H80 N O8 P,745.5620,0.38,0,7.99,0.039,574973,6,8,99.9,1.3,13,16,,745.5620,,,745.5620,,745.5622,,,,745.5623,745.5622,,745.5615,,8.001,,,7.976,,7.997,,,,7.968,7.986,,8.007,,332002,,,287234,,287975,,,,1182588,753989,,606050,,,,,,,,,,,,,,,,99.86,,,97.93,,99.75,,,,96.69,98.98,,99.67,,15,,,15,,15,,,,16,13,,13,
PC 16:1_17:1,C41 H78 N O8 P,743.5462,0.39,0,7.10,0.018,1520837,13,1,99.9,0.1,14,18,,743.5460,743.5463,743.5460,743.5460,743.5455,743.5464,743.5461,743.5464,743.5463,743.5464,743.5465,743.5463,743.5458,,7.109,7.103,7.100,7.106,7.101,7.115,7.104,7.103,7.101,7.113,7.098,7.108,7.097,,1555168,1806703,1181157,1499080,385143,2491271,1194659,1550479,1485823,2343116,1513687,1687146,1077449,,,,,,,,,,,,,,,,99.80,99.92,99.81,99.83,99.51,99.62,99.90,99.92,99.93,99.69,99.82,99.88,99.59,,17,18,14,16,15,15,18,16,15,15,17,16,17,
PE 16:0_18:1,C39 H76 N O8 P,717.5311,0.40,0,8.73,0.031,1312303,13,1,99.9,0.4,14,17,,717.5310,717.5309,717.5307,717.5309,717.5306,717.5312,717.5310,717.5313,717.5312,717.5314,717.5316,717.5314,717.5310,,8.742,8.739,8.725,8.735,8.712,8.734,8.728,8.743,8.730,8.733,8.728,8.743,8.732,,1500957,1426272,1029958,1203729,511262,1858341,1222749,1250996,1422405,1732769,1477180,1324925,1098400,,,,,,,,,,,,,,,,99.71,99.81,99.58,99.85,98.37,99.94,99.76,99.73,99.89,99.92,99.76,99.75,99.87,,16,15,16,17,16,16,15,14,15,15,16,15,15,
SM d42:1,C47 H95 N2 O6 P,814.6926,0.91,0,11.13,0.109,1296890,14,0,99.6,12.5,5,18,814.6951,814.6925,814.6922,814.6922,814.6922,814.6921,814.6926,814.6926,814.6924,814.6927,814.6926,814.6929,814.6924,814.6922,11.222,11.130,11.133,11.144,11.123,11.122,11.125,11.133,11.126,11.118,11.125,11.133,11.113,11.137,2119,1776759,1409210,1339802,1152959,439008,1882194,1347006,1081134,1669026,1837145,1689709,1310440,1219961,,,,,,,,,,,,,,,53.95,98.65,98.82,99.57,97.70,97.32,98.15,98.95,98.19,97.05,98.06,98.94,96.30,99.16,5,17,16,17,14,15,18,17,15,15,17,16,17,16,
PE 18:1_20:5,C43 H74 N O8 P,763.5157,0.47,0,7.09,0.033,1916670,13,1,94.6,2.9,10,15,,763.5162,763.5154,763.5160,763.5152,763.5157,763.5157,763.5161,763.5156,763.5163,763.5157,763.5158,763.5156,763.5150,,7.103,7.086,7.095,7.095,7.095,7.092,7.071,7.081,7.095,7.097,7.103,7.080,7.080,,1987062,2204631,1618076,1983822,713915,2588360,1663129,2025636,1991646,2487802,1980590,2067623,1604422,,,,,,,,,,,,,,,,91.78,89.66,93.68,89.82,94.65,85.09,89.34,88.36,88.67,89.85,90.57,87.38,87.52,,12,13,15,10,12,12,14,12,14,12,15,11,12,
SM d33:1,C38 H77 N2 O6 P,688.5520,2.35,0,7.02,0.114,1146309,14,0,99.9,15.4,5,19,688.5576,688.5516,688.5516,688.5514,688.5515,688.5514,688.5517,688.5516,688.5517,688.5517,688.5517,688.5519,688.5517,688.5513,7.117,7.025,7.008,7.028,7.017,7.017,7.003,7.015,7.008,7.017,7.018,7.003,7.013,7.007,30634,1325099,1368544,1122350,1149434,373656,1752262,1091380,1176561,1299575,1695538,1331778,1319289,1012235,,,,,,,,,,,,,,,44.35,99.92,99.27,99.75,99.73,99.66,98.78,99.75,99.29,99.81,99.80,98.81,99.58,99.15,5,19,17,18,19,18,17,17,16,18,15,18,17,16,
PC 16:1_16:1,C40 H76 N O8 P,729.5306,0.38,0,6.66,0.018,1131124,13,1,99.9,0.2,10,14,,729.5308,729.5304,729.5306,729.5303,729.5302,729.5308,729.5306,729.5307,729.5307,729.5310,729.5310,729.5309,729.5302,,6.663,6.656,6.670,6.660,6.666,6.668,6.652,6.663,6.660,6.661,6.668,6.656,6.661,,1137191,1427677,771878,1160017,263706,2029341,793747,1067626,1064524,1941647,984078,1363681,699506,,,,,,,,,,,,,,,,99.92,99.71,99.61,99.62,99.51,99.83,99.64,99.89,99.88,99.91,99.83,99.83,99.38,,14,14,14,13,11,11,12,14,13,12,13,14,10,
TG 16:0_18:1_18:1,C55 H102 O6,858.7673,0.45,0,14.39,0.011,1301354,14,0,99.9,3.7,8,16,858.7662,858.7675,858.7672,858.7676,858.7671,858.7670,858.7673,858.7675,858.7675,858.7675,858.7676,858.7678,858.7673,858.7671,14.384,14.386,14.388,14.393,14.390,14.386,14.390,14.386,14.391,14.391,14.388,14.382,14.381,14.388,16183,1407051,1347819,1509961,1251832,612878,1407169,1629844,1234885,1713648,1609701,1841481,1423406,1213100,,,,,,,,,,,,,,,86.28,99.90,99.81,99.91,99.77,99.62,99.85,99.90,99.93,99.89,99.89,99.75,99.73,99.75,8,15,16,16,12,13,13,14,16,14,15,14,15,16,
PE 18:1_20:4,C43 H76 N O8 P,765.5309,0.35,0,7.79,0.022,2453294,13,1,99.2,2.2,13,17,,765.5310,765.5306,765.5308,765.5309,765.5307,765.5311,765.5310,765.5312,765.5311,765.5312,765.5311,765.5312,765.5303,,7.789,7.790,7.793,7.776,7.798,7.779,7.790,7.778,7.782,7.789,7.779,7.789,7.778,,3172914,2530690,2273527,2198947,745448,3303381,2151986,2335913,2658372,3493514,2779192,2394398,1854545,,,,,,,,,,,,,,,,94.37,97.69,93.96,96.00,94.45,97.72,97.32,94.14,97.13,92.15,98.30,97.04,99.23,,13,17,14,14,14,14,16,13,13,15,17,13,16,
SM d40:1,C45 H91 N2 O6 P,786.6613,1.66,0,10.32,0.082,965614,12,2,99.7,12.1,3,18,786.6654,,786.6606,786.6609,786.6610,786.6606,,786.6610,786.6611,786.6611,786.6612,786.6615,786.6610,786.6606,10.384,,10.318,10.336,10.336,10.302,,10.318,10.317,10.331,10.316,10.313,10.316,10.323,1394,,1165574,1037873,1015161,355663,,1038966,966244,1214306,1424968,1235215,1137602,994414,,,,,,,,,,,,,,,58.63,,97.75,99.56,99.66,95.08,,97.98,97.89,99.39,97.86,97.30,97.71,98.28,3,,18,18,16,13,,17,17,18,18,15,18,15,
PC 16:1_18:2,C42 H78 N O8 P,755.5461,0.28,0,7.01,0.026,1180479,13,1,99.5,0.8,9,15,,755.5461,755.5461,755.5459,755.5459,755.5459,755.5463,755.5460,755.5464,755.5462,755.5462,755.5465,755.5461,755.5457,,7.008,7.014,7.017,7.011,7.028,7.009,7.004,7.003,7.012,7.007,7.009,7.002,7.002,,1258509,1397439,910415,1190814,321963,1869048,1020912,1021841,1210889,1759281,1256733,1369010,759378,,,,,,,,,,,,,,,,97.84,98.51,98.64,98.04,99.51,98.04,97.18,97.33,98.28,97.78,97.97,96.98,96.73,,12,13,11,13,9,14,15,14,12,14,11,13,12,
PC 16:0_22:6,C46 H80 N O8 P,805.5628,3.07,0,7.17,0.050,818989,14,0,96.7,17.3,1,14,805.5713,805.5624,805.5621,805.5621,805.5617,805.5615,805.5622,805.5623,805.5627,805.5622,805.5624,805.5627,805.5621,805.5618,7.201,7.165,7.170,7.173,7.168,7.151,7.178,7.166,7.170,7.173,7.169,7.170,7.164,7.169,1466,782320,999237,858432,793941,243152,932986,735352,862607,1004128,1377083,1208142,924287,742716,,,,,,,,,,,,,,,36.39,95.89,94.91,95.76,94.27,93.21,96.72,95.78,95.11,95.56,93.90,95.16,93.85,95.40,1,12,13,14,12,10,14,13,10,12,10,14,12,14,
PE 18:0_18:1,C41 H80 N O8 P,745.5621,0.25,0,9.63,0.051,948065,13,1,99.8,0.9,12,18,,745.5622,745.5618,745.5621,745.5620,745.5622,745.5619,745.5622,745.5622,745.5622,745.5622,745.5624,745.5621,745.5625,,9.646,9.648,9.634,9.661,9.610,9.620,9.615,9.631,9.623,9.653,9.643,9.652,9.619,,1226635,942794,914644,797630,388688,1208699,991388,788967,1059876,1282899,1038075,858643,825908,,,,,,,,,,,,,,,,99.78,99.36,99.70,98.56,97.66,99.08,98.60,99.70,99.37,99.42,99.81,99.34,96.72,,16,16,16,15,18,12,16,17,14,14,14,15,16,
PC 17:0_18:1,C43 H84 N O8 P,773.5931,0.36,0,8.89,0.089,829950,12,2,98.2,1.4,15,18,,773.5929,773.5930,773.5928,,773.5925,773.5932,773.5929,773.5933,773.5932,773.5933,773.5934,773.5934,773.5928,,8.887,8.817,8.892,,8.818,8.884,8.906,8.905,8.887,8.894,8.906,8.899,8.888,,1035891,835795,720135,,227499,1186547,760635,696507,934945,1106877,990619,812034,651923,,,,,,,,,,,,,,,,97.74,95.90,96.95,,95.84,98.25,94.56,94.86,97.93,96.83,94.65,96.06,97.55,,18,16,16,,17,17,16,16,18,15,15,17,17,
TG 16:0_16:0_18:1,C53 H100 O6,832.7516,0.33,0,14.41,0.020,986553,14,0,99.9,4.1,10,15,832.7511,832.7518,832.7515,832.7518,832.7513,832.7512,832.7516,832.7518,832.7518,832.7517,832.7518,832.7521,832.7515,832.7514,14.389,14.409,14.405,14.409,14.407,14.408,14.407,14.403,14.402,14.408,14.405,14.404,14.409,14.404,7128,1031889,1113606,1086262,999345,432600,1183856,1112331,968351,1242346,1274798,1269138,1125205,964887,,,,,,,,,,,,,,,84.74,99.75,99.78,99.73,99.62,99.37,99.76,99.91,99.83,99.79,99.88,99.86,99.67,99.74,12,12,15,12,13,14,13,10,12,14,12,12,15,11,
PC 31:1,C39 H76 N O8 P,717.5303,0.30,0,7.08,0.067,822758,14,0,99.6,10.7,5,18,717.5301,717.5303,717.5303,717.5302,717.5301,717.5299,717.5305,717.5302,717.5304,717.5303,717.5305,717.5306,717.5304,717.5299,7.134,7.075,7.075,7.072,7.067,7.079,7.070,7.071,7.081,7.073,7.080,7.081,7.069,7.080,3955,958279,1042139,711805,808303,253040,1410824,722644,863182,872009,1309724,946052,960006,656656,,,,,,,,,,,,,,,60.64,99.28,99.37,99.39,99.58,98.74,99.62,99.50,98.96,99.41,99.04,98.92,99.57,98.64,5,15,15,16,17,14,18,16,16,17,16,17,18,14,
PE 36:5,C41 H72 N O8 P,737.4998,0.51,0,7.05,0.033,1304919,13,1,92.5,2.9,10,16,,737.4993,737.4994,737.5002,737.5001,737.4996,737.4995,737.5001,737.4996,737.4994,737.5004,737.4997,737.5004,737.4998,,7.047,7.031,7.045,7.034,7.051,7.048,7.032,7.036,7.062,7.058,7.048,7.063,7.052,,1469305,1573265,1186978,1360556,450204,1883323,1097778,1407571,1282697,1486249,1266318,1501495,998213,,,,,,,,,,,,,,,,89.22,83.60,92.44,86.25,90.89,91.05,89.33,89.13,90.40,89.62,92.49,91.81,92.31,,13,11,10,11,14,12,11,11,11,16,14,13,12,
TG 16:0_18:0_18:1,C55 H104 O6,860.7826,0.83,0,14.55,0.028,725658,14,0,99.8,8.6,7,17,860.7803,860.7827,860.7828,860.7829,860.7821,860.7825,860.7828,860.7826,860.7830,860.7828,860.7832,860.7830,860.7829,860.7828,14.578,14.555,14.561,14.556,14.552,14.554,14.553,14.554,14.553,14.553,14.557,14.550,14.555,14.555,6582,784628,778816,861327,672377,290245,724579,923686,634085,1013267,907362,1061612,778229,722427,,,,,,,,,,,,,,,68.13,99.65,99.71,99.79,99.07,99.00,99.59,99.64,99.61,99.79,99.81,99.78,99.71,99.58,7,17,15,13,15,12,12,15,12,17,14,12,14,13,
PC 14:0_16:1,C38 H74 N O8 P,703.5151,1.76,0,6.59,0.080,604231,14,0,99.9,11.7,4,15,703.5193,703.5149,703.5145,703.5147,703.5144,703.5145,703.5149,703.5148,703.5149,703.5148,703.5152,703.5151,703.5151,703.5144,6.661,6.596,6.584,6.581,6.593,6.582,6.590,6.597,6.596,6.588,6.588,6.601,6.595,6.594,2120,692927,764387,497784,602003,163391,1100508,485609,625860,645250,1041582,651871,717095,468852,,,,,,,,,,,,,,,57.20,99.83,99.25,99.11,99.32,99.04,99.80,99.73,99.79,99.67,99.84,99.80,99.87,99.08,4,11,13,12,11,11,14,13,13,12,13,15,13,12,
TG 54:2,C57 H106 O6,886.7983,0.45,0,14.54,0.014,666049,14,0,99.7,5.6,10,17,886.7972,886.7982,886.7984,886.7985,886.7977,886.7981,886.7983,886.7982,886.7984,886.7985,886.7988,886.7985,886.7984,886.7983,14.550,14.544,14.545,14.544,14.541,14.542,14.542,14.543,14.536,14.542,14.546,14.544,14.544,14.539,16227,717099,687123,811867,588818,279061,612588,885359,550159,945959,808903,1062776,710042,648711,,,,,,,,,,,,,,,78.90,99.30,99.41,99.53,98.46,98.70,99.42,99.33,99.42,99.67,99.72,99.67,99.22,98.97,10,13,16,14,16,13,15,17,17,16,16,14,15,16,
PC 16:1_20:3,C44 H80 N O8 P,781.5616,0.37,0,7.07,0.031,965663,13,1,99.8,0.4,9,13,,781.5616,781.5617,781.5614,781.5612,781.5610,781.5618,781.5616,781.5618,781.5616,781.5618,781.5620,781.5616,781.5611,,7.070,7.059,7.061,7.067,7.079,7.059,7.071,7.070,7.084,7.069,7.053,7.063,7.069,,1024606,1163934,780687,934995,295422,1487915,837098,994429,776992,1402945,977404,1106545,770656,,,,,,,,,,,,,,,,99.65,99.52,99.49,99.44,98.29,99.69,99.71,99.77,99.62,99.83,99.40,99.71,99.28,,12,13,10,11,10,11,12,13,12,12,11,12,9,
PC 38:3,C46 H86 N O8 P,811.6086,0.51,0,8.80,0.250,627004,14,0,99.8,15.1,1,16,811.6077,811.6085,811.6084,811.6084,811.6084,811.6080,811.6093,811.6085,811.6088,811.6087,811.6089,811.6091,811.6088,811.6084,8.560,8.804,8.806,8.803,8.791,8.668,8.806,8.795,8.794,8.809,8.805,8.789,8.810,8.799,3848,776269,682798,586321,618518,247983,1034612,624813,600550,708204,889186,775647,668062,561244,,,,,,,,,,,,,,,45.43,99.48,99.26,99.43,99.40,98.72,99.81,99.59,99.78,99.70,99.82,99.84,99.76,99.40,1,13,13,13,13,16,14,14,12,12,12,13,12,14,
