log2(FC),log10(p),sig_FDR,diffexpressed,delabel,label,FC,p_val
-1.5034865191231976,2.1511,TRUE,DOWN,NA,sig,0.3527,141.612
-1.8272564832398128,2.1676,TRUE,DOWN,NA,sig,0.2818,147.0957
-1.3932735249871873,2.408,TRUE,DOWN,NA,sig,0.3807,255.8586
-1.3823253745313187,2.7313,TRUE,DOWN,NA,sig,0.3836,538.6417
-2.452451460921961,2.678,TRUE,DOWN,NA,sig,0.1827,476.431
-2.4492963037521123,2.5942,TRUE,DOWN,LPE 20:4,sig,0.1831,392.8258
-1.3640134962543768,1.225,FALSE,NO,NA,not,0.3885,16.788
-1.801380126780785,1.393,FALSE,NO,NA,not,0.2869,24.7172
0.24354722657759398,0.9863,FALSE,NO,NA,not,1.1839,9.6895
-0.059344601712619405,0.0719,FALSE,NO,NA,not,0.9597,1.18
-0.47212894569842695,2.1085,TRUE,DOWN,NA,sig,0.7209,128.3808
-0.031356244035283115,0.0536,FALSE,NO,NA,not,0.9785,1.1314
-0.33624551761665383,0.9897,FALSE,NO,NA,not,0.7921,9.7656
-0.10500766903048524,0.3732,FALSE,NO,NA,not,0.9298,2.3616
-0.6796886290929586,1.7884,TRUE,DOWN,NA,sig,0.6243,61.4328
-0.43420787852817017,1.3671,FALSE,NO,NA,not,0.7401,23.2863
-0.3995399298835181,1.5982,FALSE,NO,NA,not,0.7581,39.6461
-0.21424022557298894,0.446,FALSE,NO,NA,not,0.862,2.7925
-0.596623193312918,1.7653,TRUE,DOWN,NA,sig,0.6613,58.2505
-1.4937027345284777,3.0104,TRUE,DOWN,NA,sig,0.3551,1024.2359
-0.9624069244597669,3.3259,TRUE,DOWN,NA,sig,0.5132,2117.8734
-1.099432627585306,3.0794,TRUE,DOWN,PC 16:0_20:4,sig,0.4667,1200.6046
-1.196938324908699,2.7468,TRUE,DOWN,PC 16:0_20:5,sig,0.4362,558.2131
-0.018731847899613435,0.0313,FALSE,NO,NA,not,0.9871,1.0747
-0.3560514806971718,0.9097,FALSE,NO,NA,not,0.7813,8.1227
-0.2441723807777153,0.4484,FALSE,NO,NA,not,0.8443,2.808
-0.2117319171331627,0.2354,FALSE,NO,NA,not,0.8635,1.7195
0.17747136444495093,0.2175,FALSE,NO,NA,not,1.1309,1.6501
-0.41773304664948757,0.7208,FALSE,NO,NA,not,0.7486,5.2578
-0.09588204145414125,0.1378,FALSE,NO,NA,not,0.9357,1.3734
-0.24195271816676633,0.7534,FALSE,NO,NA,not,0.8456,5.6676
0.15198866642250583,0.2281,FALSE,NO,NA,not,1.1111,1.6908
-0.5942254220501242,1.6506,FALSE,NO,NA,not,0.6624,44.7301
0.3109217352303438,0.9831,FALSE,NO,NA,not,1.2405,9.6183
0.0858325236749548,0.1625,FALSE,NO,NA,not,1.0613,1.4538
-0.17234354172922556,0.4591,FALSE,NO,NA,not,0.8874,2.8781
-0.49573555865076063,1.1584,FALSE,NO,NA,not,0.7092,14.4012
-1.7759597257820698,3.4713,TRUE,DOWN,NA,sig,0.292,2960.0565
-0.6824643779836456,1.8514,TRUE,DOWN,PC 18:0_20:4,sig,0.6231,71.0232
-0.2763103896693852,1.1475,FALSE,NO,NA,not,0.8257,14.0443
-0.8167993532745723,2.9286,TRUE,DOWN,PC 18:0_20:5,sig,0.5677,848.3987
-0.45146473286154903,1.003,FALSE,NO,NA,not,0.7313,10.0693
-0.564478078656072,1.666,TRUE,DOWN,PC 18:0_22:5,sig,0.6762,46.3447
-0.5653317443856479,1.5962,FALSE,NO,NA,not,0.6758,39.4639
-0.12752580294878768,0.5054,FALSE,NO,NA,not,0.9154,3.2018
0.9897203290406049,1.7401,TRUE,UP,NA,sig,1.9858,54.9667
0.8140991902745535,1.4302,FALSE,NO,NA,not,1.7582,26.9277
-0.28965089391302984,0.7749,FALSE,NO,NA,not,0.8181,5.9553
-0.2990276927772836,0.7565,FALSE,NO,NA,not,0.8128,5.7082
-1.3733272473940066,1.3668,FALSE,NO,NA,not,0.386,23.2702
0.36591645385806115,0.7966,FALSE,NO,NA,not,1.2887,6.2604
0.2583380111690374,0.4515,FALSE,NO,NA,not,1.1961,2.8281
-0.6854774782083852,1.6248,FALSE,NO,NA,not,0.6218,42.1502
-0.7114642497061978,1.8228,TRUE,DOWN,PC 18:2_20:4,sig,0.6107,66.4967
0.34164424053016035,1.0634,FALSE,NO,NA,not,1.2672,11.5718
-0.1314712603136973,0.2254,FALSE,NO,NA,not,0.9129,1.6804
-0.9646576192078029,2.5956,TRUE,DOWN,PC 18:3_22:6,sig,0.5124,394.0942
-1.4532413295652273,2.7715,TRUE,DOWN,NA,sig,0.3652,590.881
-1.3015147923431765,1.9848,TRUE,DOWN,NA,sig,0.4057,96.5606
-2.016833084220665,2.2165,TRUE,DOWN,PC 20:0_20:4,sig,0.2471,164.6266
-1.2182626121216658,2.2896,TRUE,DOWN,PC 20:4_22:6,sig,0.4298,194.805
0.06391705369231143,0.0881,FALSE,NO,NA,not,1.0453,1.2249
-0.15537331533019225,0.2047,FALSE,NO,NA,not,0.8979,1.6021
-0.04960624211737258,0.1033,FALSE,NO,NA,not,0.9662,1.2685
-0.1695824020521686,0.4555,FALSE,NO,NA,not,0.8891,2.8543
0.21437352443645427,0.575,FALSE,NO,NA,not,1.1602,3.7584
-0.051548662330177145,0.1357,FALSE,NO,NA,not,0.9649,1.3668
-0.12926047501106097,0.4114,FALSE,NO,NA,not,0.9143,2.5787
-0.2799842649171952,0.5927,FALSE,NO,NA,not,0.8236,3.9147
0.3087103511680774,1.2786,FALSE,NO,NA,not,1.2386,18.9933
-0.15971805857305543,0.3842,FALSE,NO,NA,not,0.8952,2.4221
-1.357714316940423,3.2257,TRUE,DOWN,NA,sig,0.3902,1681.5121
0.2554403048654443,0.7503,FALSE,NO,NA,not,1.1937,5.6273
-0.13574450858125972,0.2147,FALSE,NO,NA,not,0.9102,1.6395
0.07724299893246035,0.3958,FALSE,NO,NA,not,1.055,2.4877
-0.22095044716254147,0.3564,FALSE,NO,NA,not,0.858,2.272
-1.1558554189406567,2.4125,TRUE,DOWN,NA,sig,0.4488,258.5235
-1.077649896309218,2.2553,TRUE,DOWN,NA,sig,0.4738,180.0114
-0.40296947596975347,0.6965,FALSE,NO,NA,not,0.7563,4.9716
-1.7235628895637176,3.129,TRUE,DOWN,NA,sig,0.3028,1345.8604
-1.1174743272128007,3.852,TRUE,DOWN,NA,sig,0.4609,7112.1351
-1.090495686439397,2.9643,TRUE,DOWN,NA,sig,0.4696,921.0856
-2,3.5742,TRUE,DOWN,NA,sig,0.25,3751.4572
-2.033274231282193,2.8028,TRUE,DOWN,NA,sig,0.2443,635.0384
-0.600993013527603,1.6829,TRUE,DOWN,PE 16:0_20:4,sig,0.6593,48.1837
-1.5378429521526056,2.2992,TRUE,DOWN,PE 16:0_20:5,sig,0.3444,199.159
-0.3540217245972157,0.9289,FALSE,NO,NA,not,0.7824,8.4898
-1.2803346462281802,2.5223,TRUE,DOWN,NA,sig,0.4117,332.8894
-1.9873598192212296,5.7754,TRUE,DOWN,PE 16:1_20:5,sig,0.2522,596211.0214
-1.1952855637691944,3.4161,TRUE,DOWN,PE 16:1_22:6,sig,0.4367,2606.7537
-1.5274082542630671,3.4702,TRUE,DOWN,PE 16:1_22:6.1,sig,0.3469,2952.5686
-0.4829763279354193,0.3942,FALSE,NO,NA,not,0.7155,2.4786
-1.062806288829683,2.3751,TRUE,DOWN,NA,sig,0.4787,237.192
-0.6864058534276087,2.5875,TRUE,DOWN,NA,sig,0.6214,386.8121
-0.9936660662779495,2.7835,TRUE,DOWN,PE 17:0_20:4,sig,0.5022,607.4353
-0.47754244188479134,1.3135,FALSE,NO,NA,not,0.7182,20.5826
-0.3244550229164015,1.0998000000000001,FALSE,NO,NA,not,0.7986,12.5835
