Name,Condition,variable,value,FA
11,Cold,16:0_18:2,38.833609993625,16:0
12,Cold,16:0_18:2,44.8642417617469,16:0
1,RT,16:0_18:3,3.27947451168325,16:0
2,RT,16:0_18:3,4.3674561952636,16:0
3,RT,16:0_18:3,2.93903152209938,16:0
4,RT,16:0_18:3,3.86079227247399,16:0
5,RT,16:0_18:3,5.48249320142756,16:0
6,RT,16:0_18:3,4.29081691584498,16:0
7,Cold,16:0_18:3,3.7423068465947904,16:0
8,Cold,16:0_18:3,1.71218009699803,16:0
9,Cold,16:0_18:3,3.8951917336715,16:0
10,Cold,16:0_18:3,3.44078713565,16:0
11,Cold,16:0_18:3,4.06682321277825,16:0
12,Cold,16:0_18:3,3.62447936861686,16:0
1,RT,16:0_18:3_2,0.801724749639555,16:0
2,RT,16:0_18:3_2,0.366200048863602,16:0
3,RT,16:0_18:3_2,1.18506084966548,16:0
4,RT,16:0_18:3_2,1.0611840052918,16:0
5,RT,16:0_18:3_2,0.723775147696776,16:0
6,RT,16:0_18:3_2,0.684891025787045,16:0
7,Cold,16:0_18:3_2,1.30627052936614,16:0
8,Cold,16:0_18:3_2,1.65863807687042,16:0
9,Cold,16:0_18:3_2,1.48960103524101,16:0
10,Cold,16:0_18:3_2,1.33982212074557,16:0
11,Cold,16:0_18:3_2,1.47533978277969,16:0
12,Cold,16:0_18:3_2,1.00711169746474,16:0
1,RT,16:0_19:1,0.257665775330109,16:0
2,RT,16:0_19:1,0.129295505709824,16:0
3,RT,16:0_19:1,0.283495687800739,16:0
4,RT,16:0_19:1,0.290722055731944,16:0
5,RT,16:0_19:1,0.343622396174525,16:0
6,RT,16:0_19:1,0.226539887929341,16:0
7,Cold,16:0_19:1,0.364640496104488,16:0
8,Cold,16:0_19:1,0.288578529420204,16:0
9,Cold,16:0_19:1,0.508079142732922,16:0
10,Cold,16:0_19:1,0.324965862270124,16:0
11,Cold,16:0_19:1,0.36674301924922303,16:0
12,Cold,16:0_19:1,0.257369420962886,16:0
1,RT,16:0_20:3,8.32025572841707,16:0
2,RT,16:0_20:3,3.36116555750157,16:0
3,RT,16:0_20:3,8.72252349445291,16:0
4,RT,16:0_20:3,12.2177182329877,16:0
5,RT,16:0_20:3,10.4718963459984,16:0
6,RT,16:0_20:3,10.5165362482639,16:0
7,Cold,16:0_20:3,11.5936406292003,16:0
8,Cold,16:0_20:3,7.91206045873609,16:0
9,Cold,16:0_20:3,11.8360477932851,16:0
10,Cold,16:0_20:3,6.50738987625995,16:0
11,Cold,16:0_20:3,10.2265244270639,16:0
12,Cold,16:0_20:3,9.85085715511737,16:0
1,RT,16:0_20:4,38.1206923355111,16:0
2,RT,16:0_20:4,24.652294027733902,16:0
3,RT,16:0_20:4,39.1983125202219,16:0
4,RT,16:0_20:4,36.0023824794842,16:0
5,RT,16:0_20:4,33.5838933147775,16:0
6,RT,16:0_20:4,34.3342043778962,16:0
7,Cold,16:0_20:4,31.3194452431069,16:0
8,Cold,16:0_20:4,36.4118573350197,16:0
9,Cold,16:0_20:4,40.8226590796906,16:0
10,Cold,16:0_20:4,32.8544349518848,16:0
11,Cold,16:0_20:4,31.3807360327062,16:0
12,Cold,16:0_20:4,31.7447024949674,16:0
1,RT,16:0_20:5,3.52081977303347,16:0
2,RT,16:0_20:5,1.77660239486299,16:0
3,RT,16:0_20:5,4.559758534233951,16:0
4,RT,16:0_20:5,4.44317327109576,16:0
5,RT,16:0_20:5,3.8768782906117103,16:0
6,RT,16:0_20:5,3.54088212177389,16:0
7,Cold,16:0_20:5,2.50855107075306,16:0
8,Cold,16:0_20:5,3.27932753683307,16:0
9,Cold,16:0_20:5,3.82778385886122,16:0
10,Cold,16:0_20:5,2.8682008279585,16:0
11,Cold,16:0_20:5,2.60937168314312,16:0
12,Cold,16:0_20:5,2.03305667599348,16:0
1,RT,16:0_22:4,0.314224506233987,16:0
2,RT,16:0_22:4,0.189539272697382,16:0
3,RT,16:0_22:4,0.374684556465458,16:0
4,RT,16:0_22:4,0.394721139869266,16:0
5,RT,16:0_22:4,0.242787104720561,16:0
6,RT,16:0_22:4,0.229619286268837,16:0
7,Cold,16:0_22:4,0.25893680521682,16:0
8,Cold,16:0_22:4,0.33847127824674,16:0
9,Cold,16:0_22:4,0.347811680764379,16:0
10,Cold,16:0_22:4,0.347417682877031,16:0
11,Cold,16:0_22:4,0,16:0
12,Cold,16:0_22:4,0.248550550740986,16:0
1,RT,16:0_22:6,40.6084622356732,16:0
2,RT,16:0_22:6,31.570493579309,16:0
3,RT,16:0_22:6,42.5668736695277,16:0
4,RT,16:0_22:6,38.1848046239005,16:0
5,RT,16:0_22:6,38.1360790833592,16:0
6,RT,16:0_22:6,38.881364213395,16:0
7,Cold,16:0_22:6,36.5487930965939,16:0
8,Cold,16:0_22:6,41.1141413890564,16:0
9,Cold,16:0_22:6,48.3794985999716,16:0
10,Cold,16:0_22:6,37.0687813001477,16:0
